10
20 200
2 3 99
13 9 62
13 7 10
6 15 41
4 15 20
18 17 24
12 13 66
13 17 5
11 17 77
11 3 23
9 13 24
9 4 85
5 13 72
17 11 40
15 1 45
1 19 82
17 10 50
1 18 29
1 14 77
9 0 51
2 1 12
10 19 89
7 17 28
4 7 9
15 18 52
12 14 49
17 1 68
9 4 60
7 9 88
4 0 34
14 4 66
6 3 96
15 10 32
13 5 14
17 13 69
14 6 57
8 10 39
16 14 8
5 2 64
2 17 32
3 9 48
7 18 50
5 12 41
13 9 20
4 2 24
15 6 43
1 2 25
17 18 95
9 2 53
18 15 12
8 12 11
4 12 10
6 10 30
19 1 73
4 13 48
3 18 26
15 14 13
9 7 94
18 7 90
11 5 18
9 15 74
7 19 11
19 6 51
7 11 71
12 16 41
12 2 88
3 14 40
10 16 57
15 10 27
0 12 43
12 7 32
18 16 22
10 2 52
11 10 53
11 7 8
17 6 98
18 15 35
16 9 89
7 6 80
4 2 65
8 9 35
8 0 96
13 17 68
17 0 94
17 12 68
4 12 32
12 5 18
14 19 48
18 12 11
0 8 50
2 17 93
1 4 65
2 14 48
19 7 29
13 17 61
19 4 39
14 5 94
18 17 28
11 8 14
10 12 2
12 13 24
15 4 9
15 7 90
8 14 63
15 4 82
14 10 56
17 4 84
0 9 60
8 12 47
12 18 32
2 11 33
13 14 73
7 15 77
16 7 53
3 1 85
20 200
6 15 10
12 2 60
14 3 34
2 9 11
7 12 81
4 11 40
6 12 38
8 18 81
17 19 77
18 8 66
2 18 13
18 11 16
7 16 23
0 19 84
16 1 23
4 18 63
3 5 57
13 7 8
4 0 21
19 4 27
17 13 29
19 1 40
12 15 19
19 4 36
3 9 54
0 10 1
17 5 98
10 4 32
17 5 43
15 13 88
7 17 45
11 0 62
5 15 82
18 11 91
10 4 50
18 1 56
10 14 27
17 10 51
16 15 45
3 0 44
11 5 33
2 6 18
12 9 14
3 7 40
8 3 99
8 6 6
18 2 2
8 7 69
12 3 31
15 11 50
6 9 73
10 7 54
4 6 50
4 12 100
18 13 50
14 8 30
7 4 92
14 18 96
3 11 46
13 4 62
7 6 95
18 8 81
5 1 51
15 3 57
3 18 15
5 3 2
17 7 20
17 1 98
16 14 2
1 7 67
10 1 6
15 19 10
13 6 64
15 2 3
2 4 41
17 12 28
13 12 4
8 10 51
8 11 59
8 17 47
19 14 28
12 11 55
0 9 27
13 19 18
16 4 82
14 15 22
16 11 8
13 3 95
9 5 36
14 17 28
11 12 60
9 5 100
6 1 73
10 2 71
0 10 55
12 2 82
15 6 94
10 19 50
3 5 95
2 3 1
7 2 56
18 12 55
15 18 22
8 7 66
8 10 37
3 14 79
17 5 72
19 17 22
14 10 9
10 11 39
11 0 63
15 16 82
19 9 100
0 13 4
17 16 84
9 19 76
17 13 60
0 7 6
2 3 94
11 17 36
16 8 22
2 15 59
15 11 67
4 5 5
18 3 20
9 1 91
19 6 58
14 19 23
18 2 40
2 3 14
8 16 9
14 0 55
8 2 74
18 16 20
12 10 56
0 10 16
13 12 58
0 2 94
1 12 65
14 19 7
12 16 96
19 12 76
10 8 10
15 17 66
11 10 26
6 4 53
7 16 6
14 11 76
19 13 22
14 0 48
13 11 59
2 14 16
3 14 3
3 0 13
16 17 75
16 6 20
9 16 99
2 7 50
2 18 4
18 13 47
16 19 66
15 10 75
14 8 45
18 7 58
3 5 48
2 3 18
10 9 38
5 14 45
16 0 6
8 2 32
5 15 37
3 18 94
7 9 5
1 7 64
4 18 29
2 16 73
2 11 86
9 7 55
15 13 91
6 16 31
10 7 98
3 17 24
11 4 96
4 5 41
4 7 38
6 4 84
3 18 87
4 16 50
3 4 97
13 15 8
4 8 12
9 19 32
12 2 76
0 6 27
13 1 36
14 11 9
10 17 74
2 11 33
3 7 95
16 0 47
20 200
0 8 27
11 17 83
7 3 60
13 17 93
3 15 74
12 17 51
18 1 24
12 15 63
5 6 26
3 0 31
8 7 35
5 14 6
9 16 80
13 15 49
3 2 86
7 3 7
10 8 94
2 9 4
13 19 83
18 7 21
18 3 14
0 11 73
10 3 6
12 1 75
15 11 73
9 6 20
7 2 45
7 17 82
15 4 43
2 1 38
6 14 40
15 9 11
15 18 78
13 17 88
8 14 60
7 4 26
19 7 83
4 13 26
11 0 55
15 0 56
18 3 37
0 16 62
14 4 12
16 12 18
18 17 45
12 13 23
2 17 12
8 12 19
10 8 34
3 2 44
5 12 21
0 12 58
10 9 42
12 18 13
15 16 46
10 6 25
19 18 67
2 6 57
10 2 12
13 3 54
0 15 38
1 2 8
2 13 26
0 8 8
17 5 38
18 6 29
14 4 5
3 4 16
15 1 23
9 19 6
5 10 8
7 18 14
10 8 82
7 18 23
5 19 56
16 14 2
14 5 61
15 16 48
0 16 85
3 17 46
17 8 85
14 13 22
9 8 23
4 19 34
2 18 76
17 15 8
2 5 88
10 4 93
2 8 50
0 18 51
12 9 94
19 10 79
14 8 16
8 13 52
12 1 65
2 9 85
11 15 77
7 8 69
5 9 11
14 10 53
6 4 44
16 18 4
7 8 78
9 5 63
7 6 35
12 16 7
3 5 58
15 18 31
18 13 93
0 15 17
17 0 49
11 15 70
9 8 55
6 13 95
0 10 39
15 11 65
10 11 76
8 5 4
12 1 21
1 7 74
12 11 23
3 7 85
14 5 22
4 5 94
8 6 60
6 10 19
6 15 70
9 4 23
17 19 46
12 1 51
2 7 46
3 0 27
3 15 9
16 10 50
11 5 34
6 8 48
17 10 36
0 1 50
14 16 51
16 7 8
11 12 48
0 4 76
8 2 83
8 12 84
9 14 100
17 11 53
0 10 34
16 7 81
12 18 14
1 7 5
10 19 29
14 1 47
13 15 84
19 12 85
8 2 3
15 8 48
14 1 22
2 10 58
12 18 71
5 19 2
19 4 16
13 16 3
11 17 49
1 12 67
3 7 18
11 2 48
0 1 100
5 7 76
18 6 44
11 6 24
15 4 7
12 11 59
10 19 79
9 8 63
18 1 20
18 16 74
12 15 4
1 16 21
10 7 7
2 6 83
4 3 68
9 15 53
9 5 85
5 1 13
2 7 45
10 5 82
17 12 24
10 5 91
18 4 73
19 15 26
11 17 53
12 11 88
2 9 91
7 5 58
4 1 55
15 3 40
7 19 29
8 3 93
18 7 71
0 10 79
20 200
15 0 68
16 7 71
16 2 93
10 16 29
13 1 20
13 19 90
3 0 49
17 10 92
4 6 89
8 4 8
18 14 24
19 6 25
11 9 17
13 10 71
5 10 84
5 15 98
3 8 83
17 1 46
19 3 56
7 15 45
17 7 96
4 10 77
1 17 56
1 6 35
1 0 58
14 10 72
10 3 97
5 2 24
18 3 99
8 0 43
9 14 94
17 6 26
11 9 28
12 0 30
19 6 100
11 18 70
2 15 58
10 9 58
5 2 63
13 2 96
14 6 92
11 19 4
14 15 6
14 3 13
11 1 29
19 12 100
0 18 65
4 10 63
13 1 72
3 5 6
1 19 85
7 4 28
17 0 15
13 9 21
1 12 82
12 13 62
9 6 97
19 2 61
9 6 42
2 11 44
6 14 44
14 3 79
7 9 54
6 8 67
13 0 67
16 5 54
13 19 89
13 17 37
10 12 15
11 14 31
6 16 16
3 1 22
1 19 7
14 19 35
16 18 93
10 16 67
16 6 3
11 9 71
8 17 10
7 8 51
4 1 86
1 12 50
0 7 29
4 13 14
16 9 90
5 18 23
4 5 65
17 11 10
9 0 67
12 8 70
5 3 52
5 16 16
11 6 22
12 2 45
2 3 74
3 0 7
4 0 59
10 0 91
0 3 52
13 3 33
18 7 86
3 15 7
1 0 96
15 6 78
8 14 7
17 0 12
12 4 72
6 15 43
5 18 98
18 9 22
2 1 39
5 16 9
18 16 18
6 11 91
2 7 46
10 3 64
10 1 12
17 6 94
3 12 65
12 16 39
15 4 92
7 6 85
2 1 23
5 9 88
4 10 92
16 19 16
5 3 47
3 16 35
3 13 57
17 10 91
1 0 18
7 0 44
15 5 10
15 4 12
13 18 62
9 15 74
4 15 63
12 14 35
6 17 90
0 9 54
5 10 46
10 11 34
16 11 90
10 13 95
1 17 64
15 18 74
12 3 71
19 1 2
9 16 72
6 9 58
2 4 79
12 1 55
12 15 54
4 6 44
11 16 66
5 17 69
9 11 87
16 9 89
10 5 41
11 0 42
10 13 88
10 16 50
5 16 61
16 2 13
15 11 92
6 19 92
7 14 38
5 3 17
7 0 2
17 12 31
8 15 90
16 19 68
4 5 75
4 3 50
14 7 82
15 10 31
14 18 58
6 13 14
3 12 28
1 2 34
3 11 72
13 18 59
0 2 27
9 3 14
8 17 80
1 5 14
3 15 17
18 9 60
13 1 82
8 6 80
7 1 88
8 17 34
8 17 98
8 6 98
10 8 7
12 0 5
18 15 66
7 2 59
14 4 6
19 16 61
20 200
6 11 28
19 17 53
8 11 30
8 5 53
5 15 41
4 17 26
19 6 59
18 5 49
3 17 1
15 12 45
15 11 80
17 8 31
15 5 48
7 18 17
4 15 46
2 19 5
8 14 49
1 16 55
3 7 54
2 11 65
2 0 65
10 11 17
11 10 55
8 6 20
11 19 36
12 6 53
17 9 93
11 12 61
18 1 90
1 17 65
7 19 88
5 1 47
7 19 33
1 4 74
11 0 71
7 2 66
18 11 100
11 8 29
4 14 22
12 11 76
14 16 66
10 15 74
6 3 24
17 19 90
4 12 70
13 4 78
2 16 38
1 5 50
8 5 96
3 5 61
3 7 58
17 2 40
10 15 58
1 6 67
6 18 21
19 2 25
18 7 34
17 3 23
10 11 24
5 17 29
18 1 97
15 4 47
15 7 9
10 14 77
0 2 19
0 18 67
1 0 74
15 19 56
3 9 88
10 19 85
19 2 36
16 0 85
12 7 67
3 4 55
18 9 18
2 16 33
0 2 12
8 6 1
12 6 89
15 8 40
3 8 9
16 14 41
4 1 22
4 19 70
3 16 1
8 17 74
13 0 32
2 12 47
0 6 85
10 2 71
5 19 85
0 17 6
15 17 5
0 9 11
8 7 48
4 3 3
17 18 45
9 18 20
12 18 1
18 7 13
8 15 79
12 7 99
9 4 39
11 16 69
10 3 62
12 19 73
12 18 28
12 13 41
6 14 78
3 2 62
14 1 6
7 0 21
2 8 100
7 10 53
5 16 18
1 19 66
9 19 12
18 5 18
16 7 79
16 8 22
19 2 97
16 13 30
0 12 87
12 0 61
16 11 51
8 18 70
19 8 24
1 17 34
19 11 20
2 8 13
10 3 66
13 12 58
18 6 67
13 16 19
19 0 65
12 8 58
12 4 85
19 16 37
12 11 45
5 14 16
12 7 87
6 12 75
8 7 72
17 13 73
8 2 94
11 19 92
17 4 16
16 9 25
8 15 24
6 15 95
18 15 99
19 12 69
18 0 62
13 8 47
7 2 37
11 9 63
1 7 98
6 18 63
13 11 6
13 12 26
0 8 32
3 10 47
4 10 62
9 14 49
3 13 18
17 14 83
6 16 65
16 12 44
8 5 67
12 11 86
8 15 99
16 3 72
7 3 37
16 8 95
7 8 27
10 3 91
15 13 27
0 13 67
16 1 74
10 13 47
18 8 34
17 2 38
19 4 75
0 18 75
5 18 17
5 3 28
5 15 57
7 10 100
6 7 95
5 7 53
18 2 30
19 1 100
14 5 23
13 11 47
2 15 79
7 6 32
9 2 52
16 8 51
11 6 74
5 0 41
20 200
8 17 73
16 1 94
6 3 63
13 10 78
2 7 56
9 12 19
4 10 11
2 3 34
1 6 15
12 8 57
17 9 45
10 3 13
19 0 82
18 17 23
0 16 49
3 8 62
5 0 80
5 17 96
8 17 57
17 12 65
1 9 77
18 3 51
16 7 73
16 17 74
10 17 42
7 9 57
19 9 60
18 15 89
4 9 15
17 4 79
1 19 35
18 4 13
19 9 5
16 1 41
19 10 98
14 9 34
3 14 96
9 8 17
15 2 88
9 6 47
19 18 65
10 14 36
15 7 41
15 18 96
14 2 49
16 5 4
17 11 59
6 10 45
16 15 100
15 5 25
1 11 42
3 16 86
8 2 52
1 17 67
2 16 20
5 17 45
12 1 40
12 3 13
15 17 26
17 8 47
4 17 23
4 11 37
10 16 90
13 3 45
6 12 99
2 14 40
11 7 78
1 0 99
7 0 6
10 2 85
2 4 2
15 6 44
1 14 46
8 11 75
9 0 99
14 7 95
2 9 10
9 10 21
3 7 69
12 14 97
2 15 71
8 19 63
9 8 78
14 13 22
9 17 90
2 7 21
18 19 59
12 6 25
4 8 6
12 9 30
10 8 47
11 18 67
0 5 14
18 2 15
6 2 93
15 2 60
5 1 28
11 13 34
14 0 30
11 13 98
5 0 17
1 12 13
9 11 42
6 15 50
9 10 53
15 18 13
15 16 80
10 5 69
7 4 7
17 8 53
12 0 93
11 19 31
6 3 5
13 7 67
14 19 58
13 9 64
11 14 90
0 16 98
16 15 99
18 12 85
18 6 72
17 18 20
19 6 74
18 13 68
10 15 39
17 13 51
6 2 24
7 13 42
0 16 18
4 1 35
17 12 25
13 15 18
0 5 36
1 10 11
4 5 5
18 8 7
6 16 13
0 8 71
6 10 3
10 15 23
11 17 72
8 12 2
3 7 96
2 6 22
19 0 99
3 7 50
4 9 2
11 4 90
1 6 59
15 17 30
19 14 46
15 0 23
15 6 73
7 8 11
12 2 70
13 10 88
7 0 71
13 9 77
2 0 27
7 2 35
7 8 96
19 18 52
9 0 39
15 14 70
17 3 17
5 10 30
16 17 93
18 12 73
3 18 46
14 13 14
12 16 98
12 11 93
4 5 82
4 1 69
1 10 45
15 14 72
19 8 37
17 11 57
15 12 84
8 15 81
18 12 11
10 13 81
19 17 21
13 11 91
19 16 32
16 2 6
17 13 96
16 13 100
19 4 48
7 5 92
19 4 11
8 9 12
11 6 53
1 17 52
6 0 89
8 11 3
15 17 2
7 6 41
7 18 70
1 11 72
20 200
5 10 73
0 7 71
4 18 70
5 3 12
15 7 28
10 14 32
17 16 97
9 15 18
16 13 68
19 15 92
8 4 100
18 15 59
13 14 11
16 9 43
8 19 73
17 0 27
10 3 40
8 11 14
10 4 94
5 1 54
5 0 98
18 16 12
4 5 36
17 2 97
17 14 7
14 2 93
12 16 79
14 5 55
8 0 59
19 18 72
14 19 63
19 18 81
1 8 53
16 9 100
3 0 60
14 1 14
5 0 45
16 1 25
11 2 68
4 19 73
9 10 26
9 14 51
1 3 50
0 10 49
16 17 42
18 17 18
4 6 84
16 4 60
4 6 93
6 16 39
17 10 35
19 3 97
5 4 8
4 9 74
1 6 12
14 16 4
2 3 95
3 14 82
6 4 40
6 3 17
19 2 43
5 3 48
7 1 53
17 16 14
15 4 65
9 10 12
15 16 94
18 10 72
1 7 67
12 7 49
12 18 79
1 3 54
3 8 43
0 10 53
7 6 88
1 4 62
13 9 78
6 17 45
7 6 97
12 1 99
18 9 82
10 14 70
16 3 41
5 12 71
12 16 87
9 6 1
1 14 84
9 5 45
0 11 11
6 14 12
5 1 37
4 5 19
10 8 68
2 5 26
19 12 24
17 6 7
2 9 42
1 14 50
4 10 51
0 9 84
6 10 26
19 1 14
13 12 100
3 0 80
15 19 69
14 9 81
0 5 25
2 4 36
4 18 21
14 0 23
6 9 36
11 1 19
9 7 65
4 14 69
16 9 3
11 4 97
9 19 85
4 0 61
16 14 72
13 9 57
17 5 74
0 8 53
15 12 96
17 6 2
19 14 80
0 1 32
13 17 9
15 16 20
8 17 62
8 19 81
4 9 2
5 14 96
16 3 1
14 3 35
17 3 24
1 2 55
18 11 5
11 14 39
9 19 44
2 9 39
18 10 46
5 19 30
8 12 4
14 15 3
9 19 7
6 19 35
8 10 89
16 1 33
14 19 46
19 4 89
10 6 95
1 7 80
0 2 50
6 9 33
10 14 53
16 4 56
16 3 24
6 10 62
0 3 88
9 13 78
11 5 50
19 7 54
12 10 51
7 18 20
1 10 45
17 6 27
5 3 17
10 2 72
14 18 92
12 5 91
9 10 91
17 12 95
9 1 88
0 12 75
1 17 50
11 12 9
3 16 87
1 16 39
17 0 78
4 2 94
7 5 10
2 15 31
17 16 83
3 6 79
10 4 99
8 1 81
6 2 23
1 16 14
12 13 42
1 19 95
19 7 77
19 18 77
6 0 80
18 19 46
17 8 29
15 19 91
4 14 6
4 5 25
17 10 99
1 18 78
20 200
17 11 43
12 11 54
18 8 100
1 19 24
5 13 78
18 2 14
5 15 50
5 14 52
4 9 86
17 4 95
18 11 7
19 9 94
10 1 34
2 15 26
1 9 13
10 12 52
5 9 99
6 16 44
2 0 1
11 2 75
9 15 11
7 18 99
7 4 79
2 14 36
3 14 23
0 3 78
13 17 58
14 15 4
14 10 72
6 19 82
15 2 88
8 3 33
9 14 85
9 0 31
4 16 56
4 0 5
18 15 91
15 3 19
12 10 16
4 0 23
19 2 32
18 17 18
1 12 16
19 13 80
14 19 22
9 11 54
3 18 77
19 3 88
19 12 100
2 14 13
18 10 70
2 11 69
17 1 50
17 0 61
0 4 93
10 6 98
8 4 97
18 8 8
19 1 44
17 11 15
2 10 27
5 8 90
15 9 61
12 4 38
18 10 54
12 8 20
13 17 74
7 15 24
13 18 51
18 12 60
9 12 9
0 2 83
2 0 53
14 11 29
13 5 90
11 15 11
14 16 61
12 18 24
14 13 31
14 5 27
17 14 52
16 2 67
12 3 81
18 14 26
8 10 35
19 7 71
12 10 68
1 12 50
15 19 12
8 5 57
14 9 88
17 13 28
8 3 5
10 2 16
5 0 63
4 16 10
4 6 72
9 8 25
4 19 36
1 7 90
11 19 74
1 18 23
11 17 22
19 12 42
15 18 22
14 0 5
19 7 9
15 3 73
10 12 74
8 3 7
5 10 42
18 1 85
3 5 33
15 2 19
4 14 69
0 18 64
1 11 71
18 13 31
17 2 39
13 14 90
1 0 80
6 16 59
0 16 91
12 3 42
9 6 23
4 16 14
1 4 13
17 18 40
12 15 34
5 10 71
18 7 63
13 12 31
2 4 77
1 6 4
14 0 64
6 10 39
10 2 59
0 4 85
1 0 91
18 9 54
6 5 61
12 2 70
5 1 89
6 13 44
13 10 33
11 1 5
17 7 49
11 3 75
0 12 89
10 1 44
18 7 10
14 18 17
14 15 30
11 13 79
18 9 56
19 3 57
8 11 51
3 15 77
12 11 29
1 4 63
0 19 66
18 13 56
5 18 95
4 14 48
19 12 23
14 6 18
11 15 60
7 16 35
0 15 80
9 15 69
2 19 17
9 12 79
16 1 44
11 9 38
3 16 14
2 17 29
0 9 58
6 9 90
5 14 66
15 13 18
1 3 69
5 19 89
5 2 91
12 13 70
6 4 75
4 15 97
5 2 36
2 4 83
9 12 8
4 8 67
2 18 63
2 1 77
15 4 27
15 1 12
14 7 75
2 15 15
9 19 4
16 8 60
7 5 85
13 12 94
