2 2
17 19 20
11 12 20,

30 90
7 3 60
1 2 36
0 22 90
25 11 29
1 24 29
18 22 19
5 25 88
22 19 6
16 1 87
18 7 21
28 17 62
5 23 1
19 7 83
7 0 68
25 4 12
15 17 63
24 3 68
0 28 100
27 3 12
0 2 26
0 12 58
10 9 42
12 18 13
3 25 18
9 26 91
22 9 17
20 2 75
17 23 71
22 28 79
26 25 95
1 0 19
10 25 95
25 4 44
4 6 52
18 8 10
9 8 23
1 19 80
6 20 68
12 9 94
22 5 42
7 8 69
15 20 41
29 19 26
7 20 70
13 25 82
21 18 23
22 11 76
12 4 54
11 22 85
8 5 4
3 7 85
4 5 94
9 14 34
7 11 51
16 10 50
25 22 46
28 20 57
10 19 29
4 18 25
1 7 78
8 14 20
13 26 93
11 21 81
16 11 99
28 27 43
29 5 36
1 5 74
3 1 60
27 11 10
15 0 43
11 29 23
4 2 92
8 1 61
5 11 28
5 7 76
26 24 29
17 9 23
12 15 4
6 26 42
26 25 64
25 0 49
3 0 8
9 15 53
11 29 73
11 18 73
18 27 50
5 22 72
15 1 12
24 6 58
12 21 55,

31 93
20 24 88
3 29 64
8 7 35
5 14 6
20 23 43
1 11 1
3 2 86
7 3 7
4 26 77
21 27 61
2 20 70
2 25 5
9 25 51
15 9 11
28 15 91
8 14 60
25 3 93
29 25 79
30 28 12
3 30 97
13 30 69
7 20 73
28 16 74
10 6 25
30 22 74
26 15 20
24 22 86
5 19 56
17 8 85
11 25 70
18 28 31
30 18 5
7 17 8
6 7 89
14 29 2
12 28 92
2 10 22
23 2 71
27 8 67
0 13 84
4 18 76
28 12 21
3 26 62
14 5 22
28 12 48
18 24 13
8 10 94
26 12 67
3 0 27
13 24 76
26 22 86
6 25 25
12 5 48
2 12 72
15 28 49
0 1 50
26 21 81
5 20 38
12 27 99
29 25 9
28 30 12
13 22 71
13 2 38
21 19 19
12 17 42
12 18 71
25 27 74
1 16 74
11 17 49
4 10 96
5 19 41
5 28 53
9 0 41
10 19 79
25 22 80
18 1 20
14 0 34
18 16 54
8 30 14
14 23 54
5 1 13
2 7 45
10 5 82
6 26 81
3 13 20
19 15 26
28 21 34
2 21 56
2 11 33
7 5 58
2 15 15
4 1 55
23 29 94,

32 96
11 5 63
25 27 62
23 2 49
22 19 22
26 25 50
28 13 53
21 17 82
2 29 7
13 29 39
3 0 58
30 3 82
11 18 13
6 30 9
8 21 63
9 8 26
23 12 36
7 26 57
25 7 88
17 27 49
22 19 17
14 8 28
7 24 68
25 21 89
14 30 86
6 24 65
30 17 48
19 26 7
31 18 34
21 26 73
22 14 96
0 15 29
18 22 53
26 5 25
23 16 75
19 12 20
1 21 39
20 17 94
21 11 41
16 30 90
15 3 96
12 23 2
29 9 41
16 19 92
19 17 63
25 20 88
9 25 5
16 3 77
1 10 16
1 15 48
31 28 23
20 17 34
24 0 5
31 30 5
31 23 8
11 17 52
14 13 35
19 26 43
25 8 100
29 21 56
20 12 3
23 29 65
1 11 25
31 5 17
11 0 29
4 30 25
2 19 38
16 11 88
26 1 100
13 14 83
8 1 84
19 28 100
15 3 77
30 8 95
6 14 18
10 4 40
3 6 84
21 5 29
23 18 39
5 18 4
18 29 16
10 16 96
24 7 71
0 30 17
22 12 22
25 1 30
24 3 21
25 6 1
19 10 9
9 13 89
30 22 45
12 3 32
2 12 44
16 24 84
17 13 98
22 29 33
1 3 89,

33 99
18 3 49
19 32 72
30 23 92
7 28 59
6 17 80
25 29 35
31 1 14
26 30 73
7 6 98
10 21 46
8 26 14
0 6 4
24 30 54
2 22 58
16 20 2
20 13 26
6 16 83
8 6 50
23 12 100
16 12 80
16 9 8
2 31 27
26 18 21
0 3 71
16 29 7
24 26 88
10 18 88
10 31 18
31 20 31
23 3 29
3 0 83
28 5 64
32 8 64
0 19 54
25 26 5
10 7 17
3 10 14
14 21 67
14 0 44
13 18 88
26 6 33
20 27 95
32 14 71
29 12 92
7 25 28
5 23 44
28 11 79
26 18 55
25 21 38
1 8 62
24 22 79
0 5 78
30 21 31
20 32 50
29 21 72
28 7 13
24 9 72
28 20 16
26 15 36
28 14 82
21 6 97
27 30 66
31 9 12
6 14 96
11 32 70
20 7 98
5 29 57
32 4 93
22 8 91
31 7 53
11 7 52
18 13 97
2 0 18
6 27 85
5 7 74
14 29 38
24 15 66
24 25 31
23 6 6
6 11 6
31 10 10
24 9 7
3 12 35
7 6 64
22 18 71
26 32 39
10 32 61
28 2 9
13 29 44
32 7 37
18 23 87
22 30 75
21 17 7
20 3 2
16 12 46
28 8 18
28 17 94
15 30 45
26 2 82,

34 102
11 16 72
33 17 95
6 18 88
32 8 58
2 14 98
4 13 86
20 6 91
24 23 76
29 28 46
13 27 14
20 33 29
12 31 43
9 2 20
4 12 41
25 18 82
1 32 81
9 7 6
15 2 88
14 18 18
19 5 37
11 3 97
5 25 47
29 32 66
5 17 18
29 4 38
15 14 92
4 16 13
25 27 41
31 14 9
15 10 97
11 32 16
18 1 67
13 2 71
22 28 31
19 9 73
23 24 61
16 23 30
18 12 42
10 16 1
32 5 13
10 0 41
14 8 96
4 33 33
15 6 37
9 23 51
23 0 71
24 2 55
11 14 79
2 13 67
19 31 74
8 21 62
7 0 83
16 12 15
32 0 85
4 22 65
0 7 86
1 30 21
16 11 49
11 4 24
12 18 58
29 2 6
0 25 69
24 16 70
12 16 94
23 18 28
9 19 87
19 31 71
22 13 53
14 13 85
4 2 90
29 21 5
32 9 21
11 33 9
4 9 4
9 30 46
10 11 73
1 24 87
22 8 86
16 30 84
17 16 17
24 14 67
10 0 81
27 17 47
28 31 6
22 4 91
5 4 7
31 28 43
25 5 45
20 3 100
32 10 54
13 27 83
33 30 72
23 32 66
4 14 34
28 24 51
26 24 58
23 20 55
21 29 91
1 25 99
5 19 27
20 24 15
6 11 83,

35 105
22 9 100
0 5 19
17 14 78
10 6 28
32 25 44
7 14 54
12 29 52
22 33 69
21 29 77
17 13 20
4 32 83
32 26 20
7 5 62
16 34 74
4 16 29
23 2 90
25 1 93
14 12 32
27 33 54
32 2 74
26 1 32
4 14 49
7 16 9
34 26 33
2 34 65
0 10 12
23 20 64
0 32 18
18 5 28
8 7 96
25 13 53
34 27 73
16 30 99
12 31 95
32 16 22
24 8 14
34 2 62
21 7 62
14 28 90
14 10 87
16 28 49
12 0 91
0 16 23
0 16 32
21 29 88
30 11 48
8 34 1
22 13 74
11 30 41
28 10 30
11 10 47
2 23 31
21 7 66
31 30 78
9 3 22
6 11 61
30 16 40
29 1 62
15 16 27
0 33 16
32 33 90
6 7 11
16 11 67
3 10 50
3 11 82
12 33 37
28 30 62
12 2 77
10 8 81
17 25 46
23 6 20
33 18 92
13 20 53
18 22 45
4 5 71
31 28 2
12 33 2
27 16 34
17 31 24
14 20 53
23 5 78
31 0 98
1 12 67
10 14 53
18 5 52
4 32 38
14 5 37
30 27 12
23 17 88
9 11 80
13 10 83
22 25 95
12 15 95
17 11 96
2 24 52
33 27 30
24 14 87
26 32 14
2 8 74
25 22 45
33 0 49
6 27 18
21 4 71
30 15 97
30 24 45,

36 108
15 24 99
34 30 24
16 11 71
30 34 30
18 17 78
33 29 41
21 16 47
8 28 94
34 2 65
3 13 15
17 35 57
6 18 35
12 34 23
15 18 57
10 21 30
29 27 68
7 16 62
8 22 37
16 35 73
25 33 98
18 29 81
18 22 42
2 22 42
14 16 11
2 12 59
13 26 90
35 27 51
6 28 96
1 8 94
24 19 30
25 17 57
29 2 43
10 3 28
12 16 49
16 30 81
0 14 12
26 10 24
30 34 2
19 12 47
17 25 10
32 17 51
5 13 22
28 15 95
34 17 53
23 35 72
30 21 47
5 28 40
17 15 72
15 10 92
14 8 7
15 16 96
3 25 13
2 35 67
12 4 24
23 33 58
11 8 74
32 31 100
9 5 84
33 10 4
16 15 35
30 0 23
34 1 24
19 20 21
13 30 50
17 18 84
16 22 3
9 10 82
4 30 71
14 0 71
0 33 98
30 29 70
5 6 34
6 20 47
25 6 13
8 18 15
26 31 18
5 9 8
9 0 64
6 33 86
26 7 45
29 28 35
20 31 39
31 30 39
33 34 93
31 12 42
23 26 34
28 5 49
23 12 53
13 21 54
33 27 62
34 19 45
25 4 11
1 9 7
19 31 48
3 1 99
11 29 16
21 26 81
27 15 67
9 19 2
14 6 93
0 27 38
8 34 23
13 24 75
22 25 88
25 17 58
11 31 55
0 7 99
27 24 26,

37 111
0 2 75
31 33 80
12 6 5
8 11 5
2 18 77
14 13 41
19 0 39
2 29 46
34 13 49
33 2 41
13 31 11
35 26 48
36 12 72
12 33 88
1 33 18
25 32 56
22 12 42
20 29 36
31 12 73
35 26 96
19 10 45
33 9 58
21 3 8
28 22 41
25 16 11
18 20 53
36 3 71
26 27 47
24 22 93
36 24 11
23 9 97
30 35 26
2 4 39
35 20 48
25 28 97
15 27 42
22 9 90
35 22 57
23 15 42
4 13 67
33 15 32
31 14 41
25 32 44
30 9 48
2 14 26
20 30 23
28 9 57
16 19 12
25 9 17
20 15 73
5 7 95
33 15 73
25 0 93
24 3 40
31 5 88
33 4 6
3 15 80
36 32 12
14 4 2
23 15 30
23 29 1
36 9 13
27 26 16
36 25 73
31 25 84
35 10 9
18 34 90
4 34 50
31 36 13
21 5 61
5 15 21
1 17 71
11 35 96
16 3 47
11 34 45
10 11 71
32 35 74
14 0 82
4 17 100
9 8 34
13 4 93
3 21 45
0 10 36
22 1 99
32 24 94
10 34 77
12 6 63
7 25 32
11 1 80
29 3 47
29 27 14
3 17 68
18 16 70
34 6 17
14 9 7
20 7 13
35 16 47
19 2 94
36 5 15
27 20 88
8 16 6
6 36 46
34 36 20
31 35 20
14 34 50
36 24 85
20 32 90
31 28 72
12 1 89
26 27 93
14 27 38,

38 114
17 3 60
16 20 89
19 15 65
18 29 22
16 24 4
24 33 87
17 9 100
20 29 32
29 37 92
11 7 17
23 24 9
0 4 50
16 35 62
24 2 99
2 24 93
12 0 80
28 29 6
27 25 100
37 34 18
23 5 68
5 3 14
26 19 57
31 25 96
27 18 79
18 12 90
9 21 51
10 1 45
36 9 55
37 23 5
8 5 94
17 36 79
15 33 69
35 17 29
9 2 86
10 12 29
36 34 68
34 0 78
13 4 23
5 30 18
17 23 14
36 19 43
9 10 19
18 30 18
25 26 42
3 11 19
33 19 43
29 35 92
11 12 65
24 32 79
14 1 46
31 15 28
17 35 27
28 1 23
10 21 73
26 28 11
9 36 21
18 36 72
19 21 58
34 7 24
24 33 98
10 24 71
20 25 79
12 8 40
34 33 97
14 26 31
28 30 3
32 6 41
31 34 12
32 7 24
9 18 2
34 8 27
5 19 42
20 9 94
1 18 84
28 31 89
24 14 49
32 30 92
3 12 38
12 29 12
20 4 72
2 26 98
28 18 81
21 13 95
31 30 18
37 33 6
33 8 56
10 7 12
16 0 59
2 33 14
3 33 19
17 3 81
8 37 70
25 2 72
16 10 8
12 6 17
9 1 49
1 20 53
11 29 96
28 25 39
11 1 98
0 15 71
1 2 32
14 12 97
29 28 12
0 17 53
7 28 82
21 7 40
27 35 9
3 22 5
23 11 50
34 13 27
11 3 54
37 30 59
26 11 21,

39 117
1 21 49
34 20 99
13 34 45
25 6 42
36 21 70
36 19 82
19 20 91
7 17 43
3 6 74
16 23 51
9 18 74
29 20 72
33 7 1
35 20 35
15 10 10
12 18 36
35 13 2
15 35 21
19 21 70
8 32 14
21 13 89
2 8 62
0 9 85
18 12 1
29 2 14
29 30 30
29 31 4
4 30 15
0 32 52
6 28 23
11 7 48
9 29 69
7 1 60
38 20 34
22 5 75
2 29 50
34 1 27
34 29 52
38 18 55
33 36 80
8 13 93
20 9 99
33 19 100
34 5 97
22 38 74
12 18 33
6 33 87
28 32 4
29 19 88
2 17 53
22 30 60
36 31 67
36 19 56
14 9 79
38 6 88
37 26 31
13 8 75
38 5 43
29 36 17
7 37 77
4 36 63
7 13 79
21 12 92
10 18 99
1 11 25
2 21 45
36 28 26
19 2 88
9 28 69
0 7 88
35 4 39
38 24 24
23 28 39
1 30 87
30 32 20
13 20 26
38 24 42
18 24 79
11 21 42
19 25 9
7 0 80
31 3 12
