10
20 76
15 16 14
16 17 45
17 18 88
18 19 24
0 19 67
0 6 13
0 16 25
1 6 79
1 12 59
1 19 50
2 17 15
2 5 44
2 10 47
3 8 31
3 19 25
3 16 6
4 10 8
4 19 62
4 17 85
5 17 97
5 19 76
5 7 67
6 8 85
6 17 42
6 15 73
7 17 90
7 16 67
7 14 97
8 17 83
8 12 37
8 14 18
9 17 98
9 13 38
9 16 52
10 17 49
10 12 63
10 11 63
11 13 42
11 19 79
11 18 40
12 16 99
12 15 99
12 18 90
13 14 68
13 14 25
13 14 40
14 19 96
14 19 70
14 16 83
15 18 95
15 16 69
15 16 7
16 18 50
16 17 46
16 19 7
17 19 95
17 18 66
17 19 88
18 19 28
18 19 59
18 19 29
