10
20 60
2 13 48
8 19 98
2 15 39
2 4 18
6 9 73
9 14 56
14 18 32
6 9 24
4 15 68
11 16 26
2 9 99
8 16 41
10 18 17
2 10 91
0 2 59
4 14 63
12 15 35
9 18 7
16 18 24
8 19 85
9 10 76
2 17 78
8 16 80
0 6 4
3 15 6
3 14 23
3 10 4
12 19 93
1 15 34
1 7 24
3 9 63
4 17 6
7 15 87
4 15 36
6 18 1
9 10 8
11 12 39
3 13 69
6 15 84
5 16 35
0 6 15
0 6 21
4 17 85
4 8 15
1 16 14
5 7 99
5 14 56
14 18 33
0 5 84
4 7 56
11 13 37
2 19 34
0 3 22
18 19 55
2 13 91
0 10 6
10 15 98
10 14 17
20 60
6 17 7
3 17 29
12 13 87
6 14 54
9 18 87
10 16 75
6 17 80
11 15 21
11 14 90
3 15 80
3 14 39
3 6 59
1 13 17
0 11 34
2 8 48
15 16 76
6 11 21
3 4 83
0 7 61
0 16 9
4 18 8
10 11 2
3 13 64
9 14 98
6 9 11
1 17 35
3 4 92
16 17 37
9 13 65
16 17 40
6 15 45
5 16 5
4 16 78
10 11 99
3 17 6
17 19 30
2 10 41
11 16 52
3 13 54
13 18 41
1 15 52
2 10 56
11 12 100
8 18 64
13 14 89
8 16 79
8 13 61
1 17 43
4 16 68
5 6 21
6 11 59
4 12 58
4 9 93
13 14 67
0 17 76
5 9 93
3 19 30
4 12 67
7 18 73
15 18 77
20 60
0 8 27
2 3 13
8 12 16
5 13 72
13 15 74
1 19 42
10 13 24
3 11 40
1 9 50
4 16 82
0 3 85
7 18 57
7 12 44
13 14 11
1 15 35
5 8 99
4 11 70
3 8 8
11 18 38
11 12 77
10 14 71
6 18 66
3 19 53
2 17 78
4 9 73
10 12 61
1 9 37
0 3 60
10 12 76
2 19 81
6 14 77
6 19 70
13 17 58
9 18 58
7 15 66
0 8 71
3 10 19
5 7 69
2 5 91
2 17 4
8 11 25
14 19 38
9 15 4
1 15 3
2 9 12
0 18 81
1 16 20
2 4 40
5 17 73
8 14 35
7 10 44
3 17 45
4 17 36
9 17 83
7 17 84
1 6 31
11 12 23
6 15 65
3 17 11
5 17 48
20 60
18 19 73
1 13 45
8 13 69
0 6 26
0 7 89
4 10 32
3 10 84
9 12 52
7 16 72
0 14 67
16 18 85
2 4 8
2 18 25
8 18 65
5 7 18
9 14 31
14 18 16
3 16 60
2 11 4
0 13 83
1 8 17
10 16 31
13 16 84
5 8 13
16 18 63
10 19 39
10 12 27
17 19 33
0 4 49
10 18 25
11 13 62
7 14 80
5 10 71
4 9 57
6 7 62
0 19 92
1 12 41
9 19 81
4 9 75
1 10 56
0 11 2
2 19 80
7 15 47
2 4 34
0 18 81
0 6 82
5 10 40
0 14 50
6 17 38
6 18 98
0 12 25
7 13 10
2 3 4
3 10 27
7 8 93
1 8 64
3 19 97
3 4 17
5 16 80
9 11 2
20 60
11 16 2
10 13 58
15 16 98
2 11 5
4 12 30
12 17 39
9 18 26
5 18 13
2 12 37
5 13 32
2 14 49
5 9 16
14 16 80
10 12 25
10 18 81
1 19 63
14 15 60
0 8 20
13 17 16
5 14 30
2 12 27
4 6 40
0 9 37
11 12 52
2 9 83
6 7 26
9 12 79
13 14 50
15 16 60
11 16 89
13 15 21
6 7 38
4 10 86
9 14 67
5 10 53
8 17 38
6 19 18
3 16 99
0 19 13
0 4 58
2 12 78
6 15 14
6 14 58
9 13 49
7 16 43
5 16 50
10 18 58
5 10 92
15 19 9
10 18 3
0 5 26
0 8 15
2 6 64
16 18 71
9 16 66
13 15 96
5 8 27
3 4 69
8 12 4
5 19 94
20 60
3 10 42
8 10 83
6 8 62
5 6 8
4 8 78
1 4 48
4 6 1
1 12 55
10 15 9
1 13 66
13 16 79
0 3 9
7 10 44
12 18 40
5 6 32
12 17 78
2 7 13
6 7 48
5 16 15
7 16 11
16 18 91
9 18 10
13 16 54
0 7 3
14 18 28
3 18 100
2 8 84
5 8 13
0 16 94
2 6 7
2 5 76
3 11 42
5 11 24
5 6 92
5 6 98
5 14 81
1 2 28
9 19 69
3 17 73
0 5 63
1 16 54
9 13 22
1 12 99
5 8 49
1 17 28
0 10 25
13 14 40
12 13 11
11 12 63
4 17 94
4 6 63
11 16 91
3 12 73
0 12 28
9 16 69
4 6 17
1 7 93
0 2 63
11 15 52
2 11 51
20 60
18 19 9
1 3 31
0 18 74
7 11 58
1 8 97
10 11 88
11 18 14
0 3 15
3 13 92
5 14 15
7 8 86
4 16 85
10 12 92
10 19 55
4 6 28
3 11 61
13 14 81
9 16 89
15 17 31
0 18 6
3 12 38
9 14 84
12 19 11
9 17 60
4 12 32
10 18 56
14 15 38
12 17 56
0 12 78
6 7 90
5 18 18
10 11 87
3 16 84
3 18 48
4 15 12
4 19 37
0 5 42
5 6 34
6 12 55
10 13 87
6 17 51
3 6 67
2 3 63
10 18 25
12 15 83
4 10 49
2 16 94
8 14 48
1 5 63
4 17 82
10 14 30
3 4 42
3 8 91
6 15 38
3 10 9
4 16 74
4 12 55
7 11 86
11 13 61
12 15 39
